f_id,item,veg_or_non_veg
fd96704,Fried Rice/Noodles + Manchurian/Chilly Paneer Gravy+ Spring Roll (4Pcs),Veg
fd96705,Afghani Chicken Malal with Gravy,Non-veg
fd96706,Chicken Afghani Big Bone With Gravy,Non-veg
fd96707,Handi Chicken with Gravy Gravy,Non-veg
fd96708,Kadai Chicken with Garvy,Non-veg
fd96709,Chicken Curry with Gravy,Non-veg
fd96710,Chicken Masala with Gravy,Non-veg
fd96712,Egg Curry (Full),Non-veg
fd96717,Malai Chicken with Cheese,Non-veg
fd96721,Daal Tadka + Tandoori Butter (2pc),Veg
fd96722,Daal Makhani + Tandoori Butter (2pc),Veg
fd96723,Soya Chaap + Rumali (2pc),Veg
fd96752,Paneer Keema Paratha + Gravy + Green Chutney,Veg
fd96753,Chicken Keema Paratha + Gravy + Green Chutney,Non-veg
fd96754,Special Veg Momos Platter,Veg
fd96755,Special Veg Tandoori Platter [Serves 2],Veg
fd96756,Special Veg Chakhna Platter [Serves 3],Veg
fd96757,Veg Tandoori Tikka Platter [Serves 3],Veg
fd96758,Paneer Keema Paratha Thali,Veg
fd96759,Chicken Keema Paratha Thali,Non-veg
fd96761,Paneer achari tikka,Veg
fd96762,Paneer afghani tikka,Veg
fd96763,Soya tandoori tikka,Veg
fd96764,Soya afghani tikka,Veg
fd96768,Chicken tandoori,Non-veg
fd96769,Rola Special Chicken tangdi,Non-veg
fd96770,Chiken tikka,Non-veg
fd96771,Chicken achari tikka,Non-veg
fd96772,Chicken Afghani tikka,Non-veg
fd96773,Chicken fry,Non-veg
fd96774,Chicken patiala,Non-veg
fd96775,Chicken seekh kebab,Non-veg
fd96776,Chicken afghani,Non-veg
fd96777,Chicken banjara,Non-veg
fd96778,Mutton seekh kebab,Non-veg
fd96780,Fish tikka,Non-veg
fd96781,Fish crunchy,Non-veg
fd96782,Fish fry,Non-veg
fd96783,Boneless chicken crunchy,Non-veg
fd96784,Butter paneer masala,Veg
fd96787,Mutton boti,Non-veg
fd96788,Butter chicken,Non-veg
fd96790,Chicken tikka masala,Non-veg
fd96792,Chicken kali mirch,Non-veg
fd96794,Tandoori roti,Veg
fd96795,Afghani Roti,Veg
fd96802,Veg Fried rice,Veg
fd96803,Chilli garlic fried rice,Veg
fd96804,Egg fried rice,Non-veg
fd96806,Egg chicken fried rice,Non-veg
fd96808,Chicken keema burger,Non-veg
fd96809,Chicken shawarma burger,Non-veg
fd96810,Chicken tikka burger,Non-veg
fd96811,Red sauce pasta,Veg
fd96813,Chicken pasta,Non-veg
fd96814,Paneer tikka roll,Veg
fd96815,Paneer achar roll,Veg
fd96816,Paneer afghani roll,Veg
fd96817,Soya tikka roll,Veg
fd96818,Soya achar roll,Veg
fd96819,Rola special veg roll,Veg
fd96820,Paneer makhani roll,Veg
fd96822,Chicken tikka roll,Non-veg
fd96823,Chicken achari roll,Non-veg
fd96824,Chicken afghani roll,Non-veg
fd96825,Egg chicken roll,Non-veg
fd96826,Double egg chicken roll,Non-veg
fd96827,Rola Special Chicken roll,Non-veg
fd96829,Chicken shawarma,Non-veg
fd96830,Egg chicken shawarma,Non-veg
fd96832,Chilli garlic noodle,Veg
fd96833,Egg noodles,Non-veg
fd96834,Chicken noodles,Non-veg
fd96836,Cheese maggi,Veg
fd96837,Chicken maggi,Non-veg
fd96838,Veg Steamed Momos (8 pcs),Veg
fd96840,Veg Crunchy Momos (8 pcs),Veg
fd96841,Veg Marinated Momos (8 Pcs),Veg
fd96842,Veg tandoori momos (8 Pcs),Veg
fd96843,Veg Gravy Momos (8 Pcs),Veg
fd96844,Veg Afghani Momos (8 Pcs),Veg
fd96845,Chicken Steamed Momos (8 pcs),Non-veg
fd96846,Chicken Fried Momos (8 Pcs),Non-veg
fd96847,Chicken Curnchy Momos (8 Pcs),Non-veg
fd96848,Chicken Marinated momos (8 Pcs),Non-veg
fd96849,Chicken tandoori Momos (8 Pcs),Non-veg
fd96850,Chicken Platter Momos (8 Pcs),Non-veg
fd96851,Chicken Gravy momos (8 Pcs),Non-veg
fd96852,Chicken Afghani Momos (8 Pcs),Non-veg
fd96853,Chicken Toofani Momos (8 Pcs),Non-veg
fd96856,Pizza Burger Combo,Veg
fd96858,Burger And Sandwich combo,Veg
fd96859,Burger And Fries Combo,Veg
fd96860,Paneer Pizza With Paneer Pizza Combo,Veg
fd96861,Burger And Pasta Combo,Veg
fd96862,Burger And Maggi Combo,Veg
fd96868,Crary Garlic Pizza,Veg
fd96870,Peppy Paneer Pizza,Veg
fd96872,Tomato Cheese Pizza,Veg
fd96881,Thousand Island Veg Burger,Veg
fd96883,Double Cheese Slice Burger,Veg
fd96889,Mozzarella Cheese Fries,Veg
fd96899,Pizza Paneer Patties,Veg
fd96900,Paneer frankie,Veg
fd96901,Pizza puff,Veg
fd96902,Cheese balls,Veg
fd96903,Cheese Chaska,Veg
fd96905,Butter paneer dosa,Veg
fd96906,Mix veg masala dosa,Veg
fd96907,Onion butter masala dosa,Veg
fd96908,Onion butter paneer masala dosa,Veg
fd96909,Gobhi Manchurian,Veg
fd96912,Brown Fried Rice,Veg
fd96913,Paneer Garlic Fried Rice,Veg
fd96924,Butter tawa roti,Veg
fd96939,Amritsari Tandoori Aloo,Veg
fd96940,Afghani  Malai Soya Chaap,Veg
fd96941,Tandoori Punjabi Aloo,Veg
fd96946,Lahori Soya Chaap,Veg
fd96948,Amritsari Chicken Tandoori,Non-veg
fd96949,Lahori  Tandoori Chicken,Non-veg
fd96950,Peshawari Tandoori Chicken,Non-veg
fd96951,Amritsari Chicken Tikka,Non-veg
fd96952,Lahori Chicken Tikka,Non-veg
fd96956,Butter Roti Tandoori,Veg
fd96958,Bobby Roti,Veg
fd96959,Amritsari Stuffed Naan,Veg
fd96961,Makhani Naan,Veg
fd96964,Dhania Parantha,Veg
fd96967,Handi Paneer Masala,Veg
fd96971,Saagwala Paneer,Veg
fd96972,Amritsari Paneer Bhurji,Veg
fd96973,Amritsari Masala Chaap,Veg
fd96976,Pind Ki Mutton Curry,Non-veg
fd96978,Chicken Masala Tikka,Non-veg
fd96980,Makhani Murg Masala,Non-veg
fd96981,Makhani Murg,Non-veg
fd96982,Pind Ki Chicken Curry,Non-veg
fd96986,Iced Coffee,Veg
fd96987,Oreo Cold Brew,Veg
fd96988,Creamy Kit Kat Shake,Veg
fd96990,Ooty Masala Tea,Veg
fd96991,Honey Hot Lemon Tea,Veg
fd96994,Crunchy Bites Burger,Veg
fd96995,The Cheese Bomb Burger,Veg
fd96996,Punjabi Hot & Spicy Burger,Veg
fd96997,Peri Peri Boy,Veg
fd96998,Murder By Burger,Veg
fd96999,Crispy Mint Paneer,Veg
fd97000,Italian Culture Burger,Veg
fd97001,Juicy Open Burger,Veg
fd97003,Salt & Paper Fries,Veg
fd97004,Cranchy Masala Fries,Veg
fd97005,Mother in Law,Veg
fd97006,Disco Fries,Veg
fd97008,Alfredo,Veg
fd97009,Arrabiata,Veg
fd97011,Classic Nachos,Veg
fd97012,Mini Fried Pizza Puff,Veg
fd97013,Cheesy Loaded Nachos,Veg
fd97014,Maxican Wrap,Veg
fd97015,Cheesy Jalapeno Wrap,Veg
fd97016,Healthy Smokey Wrap,Veg
fd97017,Spicy Cheesy Wrap,Veg
fd97018,Indian Fresh Cheese Wrap,Veg
fd97019,The Classic Veg,Veg
fd97020,The Jim Carrey,Veg
fd97021,Corn & Vegetable,Veg
fd97022,The Tikka Sandwich,Veg
fd97028,Veg Handi Chicken,Veg
fd97029,Veg Tawa Chicken,Veg
fd97030,Veg Dal Makhani,Veg
fd97031,Spl. Dal Handi,Veg
fd97035,Dahrti Ke Nazare (Gravy Chaap),Veg
fd97036,Aaye Din Bahar Ke (Gravy Chaap),Veg
fd97037,Spl. Tawa Chaap,Veg
fd97040,Veg Chicen Do Pyaza,Veg
fd97041,Vetg Egg Curry,Non-veg
fd97042,Veg Creamy Chicken,Veg
fd97043,Rogan Josh Gravy Chaap,Veg
fd97044,Kathi Kabab,Veg
fd97045,Paner Labalab,Veg
fd97047,Sweet Sixty Gravy,Veg
fd97048,Veg Chulbuli Chicken,Veg
fd97050,Black Mutton,Non-veg
fd97051,Ludhiana Malai Chaap Gravy,Veg
fd97057,Hariyali Chaap/Pudina Chaap,Veg
fd97059,Lemon Chap,Veg
fd97062,Veg Tandoori Leg Piece,Veg
fd97067,Malai Tikka,Veg
fd97068,Nagin Chaap,Veg
fd97069,Katrina Chaap,Veg
fd97070,Miya Khalifa Chaap,Veg
fd97071,Veg Afghani Chicken,Veg
fd97073,Veg Mix Tandoori Platter,Veg
fd97074,Veg Tandoori Butter Leg Piece,Veg
fd97076,Veg KFCC Wings,Veg
fd97077,Veg KFCC Crispy Chaap,Veg
fd97078,Veg KFCC Leg Piece,Veg
fd97079,Veg KFCC Surmai Fish,Veg
fd97080,Veg KFCC Chicken Lollypop,Veg
fd97081,Veg Chilli Chicken,Veg
fd97082,Veg Boti Chicken (Mushtoom),Veg
fd97084,Veg Japani Lollypop,Veg
fd97099,Malai Chaap Roll,Veg
fd97102,Achari Chaap Roll,Veg
fd97104,Lemon Chaap Roll,Veg
fd97105,Stuff Chaap Roll,Veg
fd97106,Punjabi Chaap Roll,Veg
fd97108,Sunny Leone Chaap Roll,Veg
fd97109,Veg Chicken Tikka Roll,Veg
fd97110,Veg Fish Tikka Roll,Veg
fd97111,Veg Leg Piece Roll,Veg
fd97112,Miya Khalifa Chaap roll,Veg
fd97113,Veg Mutton Tikka Roll,Veg
fd97114,Veg Shorma Roll,Veg
fd97115,Dal Lehsuni,Veg
fd97123,Shahi Paneer White Red,Veg
fd97124,Paneer Pasanda White Red,Veg
fd97125,Paneer Tikka Gravy,Veg
fd97133,Bhindi Achari,Veg
fd97135,Sev Tomato,Veg
fd97141,Malai Kofta [White],Veg
fd97142,Malai Kofta [Red],Veg
fd97144,Navaratan [White],Veg
fd97145,Navaratan [Red],Veg
fd97150,Gatta Masala Jodhpuri,Veg
fd97151,The Sky Special,Veg
fd97152,Veg Jal Frezy,Veg
fd97153,Paneer Jal Frezy,Veg
fd97154,Aloo Pyaz Rajasthani,Veg
fd97155,Aloo Gobhi Matar,Veg
fd97158,Diwane Handi,Veg
fd97159,The Sky Special Thali,Veg
fd97165,Jungli Roti,Veg
fd97170,Stuff Parata,Veg
fd97174,Amul Butter Tikki,Veg
fd97177,Pina Colda,Veg
fd97179,Mint Delight,Veg
fd97180,Blue Lagoon Passon,Veg
fd97181,Green Apple Blossom,Veg
fd97182,Canberry Bearberry,Veg
fd97183,Nutmet Pepo Watermelon,Veg
fd97184,Litchi Lemonade,Veg
fd97185,Kiwi Detox,Veg
fd97186,Strawberry Cooler,Veg
fd97187,Cherry Blossom,Veg
fd97188,Virgin Magito Chilli,Veg
fd97189,Triple Flair,Veg
fd97190,Orange Mint Blossom,Veg
fd97192,Jal Jeera Lemon,Veg
fd97193,All Cold Drinks,Veg
fd97197,Strawberry Juice,Veg
fd97198,Canberry Juice,Veg
fd97199,Cherry Juice,Veg
fd97200,Kiwi Juice,Veg
fd97201,Litchi Juice,Veg
fd97202,Promegranate Juice,Veg
fd97203,Mix Fruite Juice,Veg
fd97205,Red Bull Energy Drink,Veg
fd97212,Raaj Shahi Shake,Veg
fd97217,Fresh Lemon Soda Sweet & Salted,Veg
fd97218,Fresh Lemon,Veg
fd97229,Schezwani Fried Rice,Veg
fd97235,Garlic Chilli Paneer,Veg
fd97236,Veg Schezwani,Veg
fd97237,Mushroom Salt Paper,Veg
fd97239,Mommos [10pcs],Veg
fd97243,Cheese Wall,Veg
fd97244,Corn Cheese Wall,Veg
fd97247,Veg Schezwan Crispy,Veg
fd97251,Triple Fried Rice,Veg
fd97252,Veg Kothey,Veg
fd97255,Noodles Singapuri,Veg
fd97256,American Chopsy,Veg
fd97257,OTC Pizza,Veg
fd97261,O.C Pizza,Veg
fd97278,Butter Toss,Veg
fd97283,Jalfrezi Paneer Tikka,Veg
fd97285,Tandoori Nazakat Aloo,Veg
fd97287,The Sky Spcl Dahi Kurkure Kabab,Veg
fd97290,Paneer Tikka Aachari,Veg
fd97291,Paneer Tikka Pudina,Veg
fd97292,Paneer Tikka Hariyali,Veg
fd97293,Tandoori Mushroom Tikka,Veg
fd97299,Aloo Pakora Chaat,Veg
fd97306,Spaniel Soup,Veg
fd97307,Almond Soup,Veg
fd97308,Veg Garlic Soup,Veg
fd97330,Chef Special Dahi Vada(1 Pc),Veg
fd97331,Idli With Sambar (4 Pcs),Veg
fd97332,Medu Vada (2 Pcs),Veg
fd97333,Sambhar Vada (2 Pcs),Veg
fd97334,Manchurian Idli (4 Pcs),Veg
fd97335,Paneer Manchurian Idli (4 Pcs),Veg
fd97336,Pudina Idli (4 Pcs),Veg
fd97337,Schezwan Idli (4 Pcs),Veg
fd97338,Stuffed Cheese Idli (4 Pcs),Veg
fd97339,Stuffed Garlic Masala Idli (4 Pcs),Veg
fd97340,Stuffed Masala Idli (4 Pcs),Veg
fd97341,Stuffed Pudina Idli (4 Pcs),Veg
fd97352,Rasam + Aplam,Veg
fd97380,Milk Chocolate,Veg
fd97381,White Chocolate,Veg
fd97382,Assorted Chocolate Pack,Veg
fd97391,Shahi Paneer [White],Veg
fd97392,Shahi Paneer [Red],Veg
fd97393,Paneer Pasanad [White],Veg
fd97394,Paneer Pasanad [Red],Veg
fd97414,Navratan [White],Veg
fd97415,Navratan [Red],Veg
fd97444,Amul Butter Tikka,Veg
fd97459,Flair [Triple],Veg
fd97510,Red Pasta White Pasta,Veg
fd97520,Fried Rice [Triple],Veg
fd97530,Oc Pizza,Veg
fd97582,Bharwan Cheese Mushrooms,Veg
fd97585,Achaari Panner Tikka,Veg
fd97586,Hara Masala Panner Tikka,Veg
fd97587,Ajwanine Panner Tikka,Veg
fd97588,Onion Tomato Paneer Tikka,Veg
fd97592,Tandoori Aloo Dill Naz,Veg
fd97605,Man Chow,Veg
fd97608,Veggie Cream,Veg
fd97616,Salty Fresh Lime Soda,Veg
fd97620,Onion Mayonnaise,Veg
fd97628,Tadek Wala Raita,Veg
fd97636,Paneer Haandi,Veg
fd97639,Kaju Matar Mushroom,Veg
fd97641,Veg. Jaipuri,Veg
fd97642,Navaratan Curry,Veg
fd97650,Teekha Soya Chaap,Veg
fd97652,Dal Makhni Jeera Fry,Veg
fd97658,Veg Keema,Veg
fd97661,Veg. Salt And Pepper,Veg
fd97662,Bok Corn Fry,Veg
fd97664,Veg .Manchurian (Dry),Veg
fd97669,Extra Chhole,Veg
fd97674,Vegetable Coleslaw Sandwich,Veg
fd97675,Grilled Vegetable Coleslaw Sandwich,Veg
fd97676,Spiral Red Sauce Pasta,Veg
fd97680,Rocket Dosa,Veg
fd97685,3 In 1 Tiranga Dosa,Veg
fd97686,Idli Sambhar(Min Time 20 Minutes),Veg
fd97692,Navratan Uttapam,Veg
fd97693,Vegetable Chow Mien,Veg
fd97695,Singaporean Noodles,Veg
fd97696,Chili Garlic,Veg
fd97697,Vegetable Chop Suey,Veg
fd97700,Vegetable Schezwan Rice,Veg
fd97702,Plain Tandoori Roit,Veg
fd97710,Lacchha Paratha,Veg
fd97712,Chilly Cheese Naan,Veg
fd97720,Corporate Thali,Veg
fd97721,Jail Maharaja Thali,Veg
fd97722,Seasonal Halwa,Veg
fd97727,Signature Vada Pav,Veg
fd97728,Bombay Vada Pav,Veg
fd97729,Ahemdawadi Vada Pav,Veg
fd97730,Khathiyawadi Vada Pav,Veg
fd97735,Urban Maharaja Vada Pav,Veg
fd97736,Chataka Paneer Vada Pav,Veg
fd97737,Cheese Corn Bites [8 Pieces],Veg
fd97739,Mixveg Corn Wrap,Veg
fd97740,Chatpata Paneer Wrap,Veg
fd97742,Cheese Tandoori Sandwich,Veg
fd97743,Mix Veg Corn Sandwich,Veg
fd97744,Mix Veg Cheese Corn Sandwich,Veg
fd97745,Chatpata Paneer Sandwich,Veg
fd97746,Cheesey Pizza Sandwich,Veg
fd97748,Chilli Garlic Cheese Sandwich,Veg
fd97749,Cheese Chatpata Paneer Sandwich,Veg
fd97753,Premium Cold Coffee,Veg
fd97759,Urban Cold Coffee,Veg
fd97764,Urban Cheese Choclate Pav Maska,Veg
fd97770,Tandoori Masala Maggi,Veg
fd97772,2 Pasta (any One) + 2 Drink,Veg
fd97773,2 Maggi (any One)+ 2 Drinks,Veg
fd97776,Aloo Tikki Vada Pav,Veg
fd97780,Chilli Potato Vada Pav,Veg
fd97788,Cheesy Pizza Vada Pav,Veg
fd97789,Supreme Vada Pav,Veg
fd97790,Cheesy Jain Vada Pav,Veg
fd97793,Chilli Flakes Nuggets [10 Pieces],Veg
fd97796,Aloo Tikki Wrap,Veg
fd97797,Tandoori Wrap,Veg
fd97798,Cheesy Pizza  Wrap,Veg
fd97799,Makka Palak Wrap,Veg
fd97800,Big Veggi Wrap,Veg
fd97801,Signature Urban Spicy Wrap,Veg
fd97830,Pav Butter Masala,Veg
fd97831,Pav Cheese Masala,Veg
fd97836,Masala Vegtable Maggi,Veg
fd97841,Lemon Ice Green Tea,Veg
fd97842,Mango Ice Green Tea,Veg
fd97843,Orange Ice Green Tea,Veg
fd97844,Ginger Lemon Ice Green Tea,Veg
fd97845,Lemon Grass Ice Green Tea,Veg
fd97846,Vanilla Ice Green Tea,Veg
fd97847,Strawberry Ice Green Tea,Veg
fd97862,Dahrti ke Nazare Gravy Chaap,Veg
fd97863,Aaye Din Bahar ke Gravy Chaap,Veg
fd97864,Spl Tawa Chaap,Veg
fd97871,Kathi Kebab,Veg
fd97880,Spl Dal Handi,Veg
fd97886,Hariyali Chaap Pudina Chaap,Veg
fd97890,Veg Kebab,Veg
fd97905,Veg Kfcc Wings,Veg
fd97906,Veg Kfcc Crispy Chaap,Veg
fd97908,Veg Kfcc Surmai Fish,Veg
fd97909,Veg Kfcc Chicken Lollypop,Veg
fd97911,Veg Boti Chicken Mushtoom,Veg
fd97916,Veg Fried Mix Platter [Full],Veg
fd97921,Kebab Roll,Veg
fd97930,Miya Khalifa Chaap Roll,Veg
fd97944,"Aap Ki Vali Chai [serves 4, 320 Ml]",Veg
fd97945,"FIRST CHAI Special [serves 5, 400ml]",Veg
fd97946,"Ginger Lemon Honey Tea [serves 2, 400ml]",Veg
fd97947,"MASALA CHAI [serves 5, 400ml]",Veg
fd97948,"Filter Coffee [serves 3, 300 Ml]",Veg
fd97952,Malai Bun Maska,Veg
fd97953,"Onion Rings [6 Pieces, Serves 1]",Veg
fd97954,Chilli Cheese Samosa,Veg
fd97955,Paneer Club Sandwich,Veg
fd97957,SCHEZWAN BURGER,Veg
fd97959,Pro Burger,Veg
fd97960,Swag Burger,Veg
fd97961,The President Burger [o],Veg
fd97962,Aloo Patty Sub [6 Inches],Veg
fd97963,CREAMY FRIES,Veg
fd97965,PERI PERI FRIES,Veg
fd97969,Maggi Masala Fries,Veg
fd97971,Veg Kurkure Fierce Momos [5 Pieces],Veg
fd97972,Veg Spring Roll [2 Rolls],Veg
fd97973,Cheese Veg Maggi,Veg
fd97975,Tandoorie Maggi,Veg
fd97979,Hazelnut Coffee Frappe,Veg
fd97982,Rich Red Velvet,Veg
fd97984,Desi Cold Coffee,Veg
fd97985,Chocopie Shake,Veg
fd97987,Blueberry Ocean,Veg
fd97988,Pepsi/coke  [250 Ml],Veg
fd97992,Starwberry Crush,Veg
fd97995,Watermelon - Mojito,Veg
fd97996,Onion Rings + Cheese Dip,Veg
fd97997,Potato Wedges + Pepsi,Veg
fd97998,Plain Aloo Patty,Veg
fd97999,Aloo Stuffed Patty,Veg
fd98000,Aloo Butter Garlic Patty,Veg
fd98001,Aloo Tandoori Patty,Veg
fd98002,Aloo Cheese Patty,Veg
fd98003,Aloo Butter Garlic Cheese Patty,Veg
fd98004,Aloo Cheese Slice Patty,Veg
fd98005,Aloo Pizza Patty,Veg
fd98006,Plain Paneer Patty,Veg
fd98007,Paneer Stuffed Patty,Veg
fd98008,Paneer Tandoori Patty,Veg
fd98009,Paneer Butter Garlic Patty,Veg
fd98010,Paneer Cheese Patty,Veg
fd98011,Paneer Butter Garlic Cheese Patty,Veg
fd98012,Paneer Pizza Patty,Veg
fd98016,Butter Garlic Cheese Burger,Veg
fd98017,Tandoori Cheese Slice Burger,Veg
fd98020,Garlic Vada Pav,Veg
fd98021,Garlic Schezwan Vada Pav,Veg
fd98022,Cheese Slice Garlic Vada Pav,Veg
fd98023,Cheese Garlic Schezwan Vada Pav,Veg
fd98025,Grill Cheese Sandwich,Veg
fd98026,Butter Garlic Cheese Sandwich,Veg
fd98027,8 Inch Vegetable Pizza,Veg
fd98028,8 Inch Butter Garlic Veg Pizza,Veg
fd98029,8 Inch Veg Paneer Pizza,Veg
fd98030,8 Inch Sweet Corn Pizza,Veg
fd98031,Garlic Bread [4 Pcs],Veg
fd98032,Veg Garlic Bread [4 Pcs],Veg
fd98035,Butter Garlic Maggi,Veg
fd98036,Butter Garlic Veg Maggi,Veg
fd98038,Butter Garlic Veg Cheese Maggi,Veg
fd98044,Mojito Mint,Veg
fd98047,Appy Fizz Mojito,Veg
fd98058,Fresh Mix Fruit Cake,Veg
fd98059,Chocolate Crunch Cream Cake,Veg
fd98065,Chocolate Walnut Cake 1 Kg,Veg
fd98067,Chocolate Walnut Cake,Veg
fd98068,Choco Truffle Cake 1/2 Kg,Veg
fd98069,Chocolate Crunch Cream Cake 1/2 Kg,Veg
fd98071,Pineapple Cakes 1/2 kg,Veg
fd98072,Fresh Mix Fruit Cake 1/2 Kg,Veg
fd98073,Blueberry Cakes 1/2 kg,Veg
fd98074,Butter Scotch 1/2 Kg,Veg
fd98075,Strawberry Cake 1/2 Kg,Veg
fd98076,Kitkat Cake 1/2 Kg,Veg
fd98077,Red Velvet Cake 1/2 Kg,Veg
fd98078,Red Velvet Cupcake,Veg
fd98079,Oreo  Cupcake,Veg
fd98081,Nutella Waffles,Veg
fd98082,Classic Waffles,Veg
fd98083,Berries Waffles,Veg
fd98085,Red Velvet Pastries,Veg
fd98088,Truffle Chocolate  Pastries,Veg
fd98090,Oreo  Doughnut,Veg
fd98091,Kit Kat Doughnut,Veg
fd98092,Blueberry Chocolate,Veg
fd98093,Butter scotch Chocolate,Veg
fd98094,Straw berry Chocolate,Veg
fd98095,Double Veg Pizza,Veg
fd98096,Single Veg Pizza,Veg
fd98097,Chilly Chicken Garlic Noodles,Non-veg
fd98108,Egg Chicken F Ried Rice,Non-veg
fd98113,Punjaabi Veg Masala Pasta,Veg
fd98115,Red Sauce Chicken Pasta,Non-veg
fd98116,Punjaabi Chicken Masala Pasta,Non-veg
fd98119,Chicken Cheese Garlic Bread,Non-veg
fd98128,Bar Be Que Chicken Burger,Non-veg
fd98133,Kurkure Baby Corn,Veg
fd98134,Kurkure Soya Chaap,Veg
fd98135,Kurkura Chicken,Non-veg
fd98136,Kurkure Eggs,Non-veg
fd98138,Cold Coffee With Icecream,Veg
fd98144,Oreo Choclate Shake,Veg
fd98147,Choco Vanilla Shake,Veg
fd98153,Penne Pasta (Red Sauce),Veg
fd98154,Penne Pasta (White Sauce),Veg
fd98155,Penne Alfredo Pasta (Mix Sauce Pasta),Veg
fd98156,Penne Spicy Mexican Pasta (Pasta Cream Cheese),Veg
fd98157,Penne Aribieta Pasta Red Sauce,Veg
fd98158,8''Cheese Corn,Veg
fd98159,8''Paneer Onion,Veg
fd98160,8''Counter Special,Veg
fd98161,8''Farm Special,Veg
fd98162,8''Veggie Deluxe,Veg
fd98163,8''Peper Paneer,Veg
fd98164,8''Supreme Veggie,Veg
fd98167,Chilli Garlic Burger,Veg
fd98170,Chefs Special Burger,Veg
fd98190,Paneer Salt & Peppe,Veg
fd98191,Veg Spring Roll (2 Pcs),Veg
fd98192,Egg Roll (2 Egg),Non-veg
fd98197,Veg Burger With Cheese,Veg
fd98201,Tandoori Makhani Momos,Veg
fd98202,8' Veggie Deluxe Pizza,Veg
fd98203,Sizzler Tandoori Makhani Pasta,Veg
fd98205,Chaap Do Pyaza,Veg
fd98214,Dum Aloo Plain,Veg
fd98217,Ghar Ki Dal ( Tadka ),Veg
fd98218,Ghar Ki Dal ( Fry ),Veg
fd98235,Tandoori Chilli Fries,Veg
fd98237,Pan Garlic Bread,Veg
fd98240,Masterchef Special Burger,Veg
fd98241,Spicy Cheese Burger,Veg
fd98244,Chicken Spicy Burger,Non-veg
fd98254,8' Pan Tandoori Grilled Pizza,Veg
fd98255,8' Golden Fresh Pizza,Veg
fd98256,8' Masala Grilled Pizza,Veg
fd98257,8' Cheese Tomato Pizza,Veg
fd98258,8' Cheese And Onion Pizza,Veg
fd98261,8' Pepe Paneer Pizza,Veg
fd98262,8' Country Special Pizza,Veg
fd98263,8' Supreme Veggie Pizza,Veg
fd98264,8 ' Master Chefs Special Pizza,Veg
fd98265,Tandoori Makhani Penne Pasta,Veg
fd98266,Alfredo Penne Pasta White Sauce,Veg
fd98267,Spicy Mexican Penne Pasta,Veg
fd98268,Napolean Red Sauce Penne Pasta,Veg
fd98269,Tomato Basil Spaghetti Pasta,Veg
fd98270,Baked Three Cheese Lasagna,Veg
fd98271,Masterchef Special Pasta,Veg
fd98273,Spaghetti Sizzler Pasta,Veg
fd98274,Vegetable Sizzler Pasta,Veg
fd98275,Chinese Sizzler,Veg
fd98276,Brownie With Vanilla Ice Cream Sizzler,Veg
fd98286,Chicken Kaali Mirch,Non-veg
fd98287,Chicken Tikka Masala ( Boneless),Non-veg
fd98296,Paneer Peshwari,Veg
fd98300,Chow mein + Manchurian,Veg
fd98334,Soya tikka masala,Veg
fd98346,Paneer Khazana,Veg
fd98348,Paneer Rasiyala,Veg
fd98352,Dal Makhani Tadka,Veg
fd98373,ROTI TAVA PLAIN,Veg
fd98393,Fried Rice + Chow mein + Manchurian,Veg
fd98394,Fried Rice + Chilli Paneer,Veg
fd98397,Cherry Petha [800 Gm],Veg
fd98398,Paan Petha [500 Gm],Veg
fd98399,Gulab Laddu Petha [500gm],Veg
fd98400,Kesar Sandwich Petha [500gm],Veg
fd98401,Strawberry Petha [500gm],Veg
fd98402,Chocolates Petha [500gm],Veg
fd98403,Coconut Angoori Petha [500gm],Veg
fd98404,Kesar Angoori Petha [500gm],Veg
fd98405,Kesar Badam Petha [500gm],Veg
fd98406,Pineapple Petha [500gm],Veg
fd98407,Mix Angoori Petha [500gm],Veg
fd98408,Mix Angoori Kancha  [500gm],Veg
fd98409,Coconut Raspberry  [500gm],Veg
fd98410,Kesar Raspberry  [500gm],Veg
fd98411,Mix Raspberry Petha [500gm],Veg
fd98412,Special Hani Kancha,Veg
fd98413,Special Gulab Laddu Petha,Veg
fd98414,Sada Dalmot [500 Gm],Veg
fd98415,Special Hing Dal Moth [500gm],Veg
fd98416,Special Dry Fruit Dal Moth [500gm],Veg
fd98417,Tasty Peanut [400 Gm],Veg
fd98418,Testi Peanut Masala [400gm],Veg
fd98419,Makhana Mixture [400 Gm],Veg
fd98420,Yummy Paneer Noodles,Veg
fd98426,Soya Momos (8 Pcs),Veg
fd98428,Marinated Momos (8 Pcs),Veg
fd98440,Staffed Naan,Veg
fd98454,Tandoori Lachha Paratha,Veg
fd98460,Dal Fry Special,Veg
fd98461,Chole Special,Veg
fd98462,Rajma Special,Veg
fd98465,Soya Malai Chaap Gravy,Veg
fd98472,Aloo Shimla,Veg
fd98474,Kulhad Tea,Veg
fd98475,Nimbu Pani Masala,Veg
fd98479,Thumbs Up 750 M L,Veg
fd98480,Thumbs-up 750ml,Veg
fd98485,Bread Pakora (1 Pc),Veg
fd98486,Paneer Bread Pakora (1 Pc),Veg
fd98487,Paneer Pakora (4 Pcs),Veg
fd98488,Gobhi Pakora (4 Pcs),Veg
fd98489,Palak Pakora (4 Pcs),Veg
fd98491,Chole Paneer Bhature (2 Pcs),Veg
fd98492,Aloo Puri (4 Puri),Veg
